2022-Dec-24 00:33:55.525685, CUSIP: 91282CFX4, Side: bid, Order ID: 0, Order type: MARKET, Price: 99-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:56.942517, CUSIP: 91282CFX4, Side: bid, Order ID: 124, Order type: MARKET, Price: 100-031, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:56.957477, CUSIP: 91282CFX4, Side: offer, Order ID: 125, Order type: MARKET, Price: 100-021, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:56.970441, CUSIP: 91282CFX4, Side: bid, Order ID: 126, Order type: MARKET, Price: 100-015, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:56.987396, CUSIP: 91282CFX4, Side: offer, Order ID: 127, Order type: MARKET, Price: 100-005, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.005377, CUSIP: 91282CFX4, Side: bid, Order ID: 128, Order type: MARKET, Price: 100-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.022303, CUSIP: 91282CFX4, Side: offer, Order ID: 129, Order type: MARKET, Price: 99-311, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.035268, CUSIP: 91282CFX4, Side: bid, Order ID: 130, Order type: MARKET, Price: 99-305, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.048236, CUSIP: 91282CFX4, Side: offer, Order ID: 131, Order type: MARKET, Price: 99-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.060230, CUSIP: 91282CFX4, Side: bid, Order ID: 132, Order type: MARKET, Price: 99-291, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.072169, CUSIP: 91282CFX4, Side: offer, Order ID: 133, Order type: MARKET, Price: 99-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.086131, CUSIP: 91282CFX4, Side: bid, Order ID: 134, Order type: MARKET, Price: 99-275, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.100124, CUSIP: 91282CFX4, Side: offer, Order ID: 135, Order type: MARKET, Price: 99-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.116054, CUSIP: 91282CFX4, Side: bid, Order ID: 136, Order type: MARKET, Price: 99-261, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.128020, CUSIP: 91282CFX4, Side: offer, Order ID: 137, Order type: MARKET, Price: 99-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.138992, CUSIP: 91282CFX4, Side: bid, Order ID: 138, Order type: MARKET, Price: 99-245, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.149990, CUSIP: 91282CFX4, Side: offer, Order ID: 139, Order type: MARKET, Price: 99-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.161930, CUSIP: 91282CFX4, Side: bid, Order ID: 140, Order type: MARKET, Price: 99-231, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.173899, CUSIP: 91282CFX4, Side: offer, Order ID: 141, Order type: MARKET, Price: 99-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.189855, CUSIP: 91282CFX4, Side: bid, Order ID: 142, Order type: MARKET, Price: 99-215, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.201823, CUSIP: 91282CFX4, Side: offer, Order ID: 143, Order type: MARKET, Price: 99-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.214791, CUSIP: 91282CFX4, Side: bid, Order ID: 144, Order type: MARKET, Price: 99-201, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.226758, CUSIP: 91282CFX4, Side: offer, Order ID: 145, Order type: MARKET, Price: 99-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.238726, CUSIP: 91282CFX4, Side: bid, Order ID: 146, Order type: MARKET, Price: 99-185, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.249696, CUSIP: 91282CFX4, Side: offer, Order ID: 147, Order type: MARKET, Price: 99-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.262660, CUSIP: 91282CFX4, Side: bid, Order ID: 148, Order type: MARKET, Price: 99-171, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.274627, CUSIP: 91282CFX4, Side: offer, Order ID: 149, Order type: MARKET, Price: 99-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.291582, CUSIP: 91282CFX4, Side: bid, Order ID: 150, Order type: MARKET, Price: 99-155, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.317514, CUSIP: 91282CFX4, Side: offer, Order ID: 151, Order type: MARKET, Price: 99-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.333471, CUSIP: 91282CFX4, Side: bid, Order ID: 152, Order type: MARKET, Price: 99-141, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.350425, CUSIP: 91282CFX4, Side: offer, Order ID: 153, Order type: MARKET, Price: 99-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.364388, CUSIP: 91282CFX4, Side: bid, Order ID: 154, Order type: MARKET, Price: 99-125, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.379351, CUSIP: 91282CFX4, Side: offer, Order ID: 155, Order type: MARKET, Price: 99-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.392314, CUSIP: 91282CFX4, Side: bid, Order ID: 156, Order type: MARKET, Price: 99-111, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.405280, CUSIP: 91282CFX4, Side: offer, Order ID: 157, Order type: MARKET, Price: 99-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.423232, CUSIP: 91282CFX4, Side: bid, Order ID: 158, Order type: MARKET, Price: 99-095, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.454148, CUSIP: 91282CFX4, Side: offer, Order ID: 159, Order type: MARKET, Price: 99-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.480079, CUSIP: 91282CFX4, Side: bid, Order ID: 160, Order type: MARKET, Price: 99-081, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.508006, CUSIP: 91282CFX4, Side: offer, Order ID: 161, Order type: MARKET, Price: 99-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.534932, CUSIP: 91282CFX4, Side: bid, Order ID: 162, Order type: MARKET, Price: 99-065, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.551888, CUSIP: 91282CFX4, Side: offer, Order ID: 163, Order type: MARKET, Price: 99-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.564852, CUSIP: 91282CFX4, Side: bid, Order ID: 164, Order type: MARKET, Price: 99-051, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.577819, CUSIP: 91282CFX4, Side: offer, Order ID: 165, Order type: MARKET, Price: 99-041, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.590783, CUSIP: 91282CFX4, Side: bid, Order ID: 166, Order type: MARKET, Price: 99-035, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.603748, CUSIP: 91282CFX4, Side: offer, Order ID: 167, Order type: MARKET, Price: 99-025, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.616715, CUSIP: 91282CFX4, Side: bid, Order ID: 168, Order type: MARKET, Price: 99-021, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.629680, CUSIP: 91282CFX4, Side: offer, Order ID: 169, Order type: MARKET, Price: 99-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.641647, CUSIP: 91282CFX4, Side: bid, Order ID: 170, Order type: MARKET, Price: 99-005, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.655608, CUSIP: 91282CFX4, Side: offer, Order ID: 171, Order type: MARKET, Price: 99-001, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.671566, CUSIP: 91282CFX4, Side: bid, Order ID: 172, Order type: MARKET, Price: 99-011, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.692511, CUSIP: 91282CFX4, Side: offer, Order ID: 173, Order type: MARKET, Price: 99-015, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.705476, CUSIP: 91282CFX4, Side: bid, Order ID: 174, Order type: MARKET, Price: 99-025, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.718443, CUSIP: 91282CFX4, Side: offer, Order ID: 175, Order type: MARKET, Price: 99-031, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.732404, CUSIP: 91282CFX4, Side: bid, Order ID: 176, Order type: MARKET, Price: 99-041, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.745369, CUSIP: 91282CFX4, Side: offer, Order ID: 177, Order type: MARKET, Price: 99-045, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.759333, CUSIP: 91282CFX4, Side: bid, Order ID: 178, Order type: MARKET, Price: 99-055, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.771301, CUSIP: 91282CFX4, Side: offer, Order ID: 179, Order type: MARKET, Price: 99-061, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.784264, CUSIP: 91282CFX4, Side: bid, Order ID: 180, Order type: MARKET, Price: 99-071, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.796236, CUSIP: 91282CFX4, Side: offer, Order ID: 181, Order type: MARKET, Price: 99-075, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.809199, CUSIP: 91282CFX4, Side: bid, Order ID: 182, Order type: MARKET, Price: 99-085, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.821167, CUSIP: 91282CFX4, Side: offer, Order ID: 183, Order type: MARKET, Price: 99-091, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.833136, CUSIP: 91282CFX4, Side: bid, Order ID: 184, Order type: MARKET, Price: 99-101, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.846100, CUSIP: 91282CFX4, Side: offer, Order ID: 185, Order type: MARKET, Price: 99-105, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.858068, CUSIP: 91282CFX4, Side: bid, Order ID: 186, Order type: MARKET, Price: 99-115, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.871034, CUSIP: 91282CFX4, Side: offer, Order ID: 187, Order type: MARKET, Price: 99-121, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.888985, CUSIP: 91282CFX4, Side: bid, Order ID: 188, Order type: MARKET, Price: 99-131, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.903945, CUSIP: 91282CFX4, Side: offer, Order ID: 189, Order type: MARKET, Price: 99-135, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.918934, CUSIP: 91282CFX4, Side: bid, Order ID: 190, Order type: MARKET, Price: 99-145, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.932896, CUSIP: 91282CFX4, Side: offer, Order ID: 191, Order type: MARKET, Price: 99-151, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.944839, CUSIP: 91282CFX4, Side: bid, Order ID: 192, Order type: MARKET, Price: 99-161, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.955806, CUSIP: 91282CFX4, Side: offer, Order ID: 193, Order type: MARKET, Price: 99-165, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.967774, CUSIP: 91282CFX4, Side: bid, Order ID: 194, Order type: MARKET, Price: 99-175, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.980740, CUSIP: 91282CFX4, Side: offer, Order ID: 195, Order type: MARKET, Price: 99-181, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:57.993733, CUSIP: 91282CFX4, Side: bid, Order ID: 196, Order type: MARKET, Price: 99-191, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.006670, CUSIP: 91282CFX4, Side: offer, Order ID: 197, Order type: MARKET, Price: 99-195, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.017643, CUSIP: 91282CFX4, Side: bid, Order ID: 198, Order type: MARKET, Price: 99-205, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.028614, CUSIP: 91282CFX4, Side: offer, Order ID: 199, Order type: MARKET, Price: 99-211, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.039583, CUSIP: 91282CFX4, Side: bid, Order ID: 200, Order type: MARKET, Price: 99-221, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.051550, CUSIP: 91282CFX4, Side: offer, Order ID: 201, Order type: MARKET, Price: 99-225, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.062520, CUSIP: 91282CFX4, Side: bid, Order ID: 202, Order type: MARKET, Price: 99-235, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.072494, CUSIP: 91282CFX4, Side: offer, Order ID: 203, Order type: MARKET, Price: 99-241, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.083467, CUSIP: 91282CFX4, Side: bid, Order ID: 204, Order type: MARKET, Price: 99-251, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.094435, CUSIP: 91282CFX4, Side: offer, Order ID: 205, Order type: MARKET, Price: 99-255, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.105407, CUSIP: 91282CFX4, Side: bid, Order ID: 206, Order type: MARKET, Price: 99-265, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.116379, CUSIP: 91282CFX4, Side: offer, Order ID: 207, Order type: MARKET, Price: 99-271, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.127379, CUSIP: 91282CFX4, Side: bid, Order ID: 208, Order type: MARKET, Price: 99-281, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.138318, CUSIP: 91282CFX4, Side: offer, Order ID: 209, Order type: MARKET, Price: 99-285, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.149288, CUSIP: 91282CFX4, Side: bid, Order ID: 210, Order type: MARKET, Price: 99-295, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
2022-Dec-24 00:33:58.163254, CUSIP: 91282CFX4, Side: offer, Order ID: 211, Order type: MARKET, Price: 99-301, Visible quantity: 10000000.000000, Hidden quantity: 0.000000, Parent order ID: NA, Is child order: 0, 
